Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Mongolia,MNG,WPR,LMC,2025,3,5_14,
Monaco,MCO,EUR,HIC,2025,2,65+,
Mongolia,MNG,WPR,LMC,2025,2,65+,
Bonaire,XAA,AMR,,2025,3,0_4,
Bonaire,XAA,AMR,,2025,2,0_4,
Bonaire,XAA,AMR,,2025,1,0_4,
Mongolia,MNG,WPR,LMC,2025,1,65+,
Mongolia,MNG,WPR,LMC,2025,1,15_64,
Mongolia,MNG,WPR,LMC,2025,2,15_64,
Mongolia,MNG,WPR,LMC,2025,3,15_64,
Mongolia,MNG,WPR,LMC,2025,3,65+,
Mongolia,MNG,WPR,LMC,2025,1,0_4,
Monaco,MCO,EUR,HIC,2025,2,0_4,
Monaco,MCO,EUR,HIC,2025,3,5_14,
Micronesia (Federated States of),FSM,WPR,LMC,2025,1,5_14,
Micronesia (Federated States of),FSM,WPR,LMC,2025,2,15_64,
Bonaire,XAA,AMR,,2025,3,5_14,
Bonaire,XAA,AMR,,2025,2,5_14,
Bonaire,XAA,AMR,,2025,1,5_14,
Micronesia (Federated States of),FSM,WPR,LMC,2025,2,5_14,
Micronesia (Federated States of),FSM,WPR,LMC,2025,3,5_14,
Monaco,MCO,EUR,HIC,2025,1,65+,
Micronesia (Federated States of),FSM,WPR,LMC,2025,1,15_64,
Micronesia (Federated States of),FSM,WPR,LMC,2025,1,65+,
Micronesia (Federated States of),FSM,WPR,LMC,2025,2,65+,
Micronesia (Federated States of),FSM,WPR,LMC,2025,3,65+,
Monaco,MCO,EUR,HIC,2025,1,15_64,
Monaco,MCO,EUR,HIC,2025,3,15_64,
Monaco,MCO,EUR,HIC,2025,1,5_14,
Monaco,MCO,EUR,HIC,2025,2,5_14,
Micronesia (Federated States of),FSM,WPR,LMC,2025,3,15_64,
Mongolia,MNG,WPR,LMC,2025,2,0_4,
Mongolia,MNG,WPR,LMC,2025,3,0_4,
Montenegro,MNE,EUR,UMC,2025,1,0_4,
Montserrat,MSR,AMR,,2025,3,5_14,
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,1,5_14,0
Montserrat,MSR,AMR,,2025,1,15_64,
Montserrat,MSR,AMR,,2025,2,15_64,
Montserrat,MSR,AMR,,2025,1,65+,
Montserrat,MSR,AMR,,2025,2,65+,
Montserrat,MSR,AMR,,2025,3,65+,
Montserrat,MSR,AMR,,2025,3,0_4,
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,3,5_14,0
Morocco,MAR,EMR,LMC,2025,1,5_14,
Morocco,MAR,EMR,LMC,2025,2,15_64,
Morocco,MAR,EMR,LMC,2025,2,5_14,
Morocco,MAR,EMR,LMC,2025,3,15_64,
Morocco,MAR,EMR,LMC,2025,3,5_14,
Morocco,MAR,EMR,LMC,2025,1,0_4,
Morocco,MAR,EMR,LMC,2025,2,0_4,
Morocco,MAR,EMR,LMC,2025,1,15_64,
Montserrat,MSR,AMR,,2025,2,0_4,
Montserrat,MSR,AMR,,2025,1,5_14,
Montserrat,MSR,AMR,,2025,1,0_4,
Montenegro,MNE,EUR,UMC,2025,2,0_4,
Montenegro,MNE,EUR,UMC,2025,3,0_4,
Montenegro,MNE,EUR,UMC,2025,1,15_64,
Bonaire,XAA,AMR,,2025,3,65+,
Bonaire,XAA,AMR,,2025,2,65+,
Bonaire,XAA,AMR,,2025,1,65+,
Montenegro,MNE,EUR,UMC,2025,1,5_14,
Montenegro,MNE,EUR,UMC,2025,2,15_64,
Montenegro,MNE,EUR,UMC,2025,2,5_14,
Montenegro,MNE,EUR,UMC,2025,3,15_64,
Montenegro,MNE,EUR,UMC,2025,3,5_14,
Montenegro,MNE,EUR,UMC,2025,1,65+,
Montenegro,MNE,EUR,UMC,2025,3,65+,
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,3,65+,0
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,2,0_4,0
Montenegro,MNE,EUR,UMC,2025,2,65+,
Montserrat,MSR,AMR,,2025,2,5_14,
Micronesia (Federated States of),FSM,WPR,LMC,2025,1,0_4,
Micronesia (Federated States of),FSM,WPR,LMC,2025,3,0_4,
Micronesia (Federated States of),FSM,WPR,LMC,2025,2,0_4,
Bonaire,XAA,AMR,,2025,1,15_64,
Mauritania,MRT,AFR,LMC,2025,3,65+,0
Mauritania,MRT,AFR,LMC,2025,1,15_64,0
Mauritania,MRT,AFR,LMC,2025,1,65+,0
Mauritania,MRT,AFR,LMC,2025,2,0_4,0
Mauritania,MRT,AFR,LMC,2025,2,15_64,0
Mauritania,MRT,AFR,LMC,2025,3,0_4,0
Mauritania,MRT,AFR,LMC,2025,3,5_14,0
Mauritania,MRT,AFR,LMC,2025,1,5_14,0
Mauritania,MRT,AFR,LMC,2025,2,65+,0
Mauritania,MRT,AFR,LMC,2025,2,5_14,0
Mauritania,MRT,AFR,LMC,2025,3,15_64,0
Mauritius,MUS,AFR,HIC,2025,1,5_14,
Mauritius,MUS,AFR,HIC,2025,3,5_14,
Mauritius,MUS,AFR,HIC,2025,1,0_4,
Mauritius,MUS,AFR,HIC,2025,1,65+,
Mauritius,MUS,AFR,HIC,2025,2,0_4,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2025,2,65+,
Mauritania,MRT,AFR,LMC,2025,1,0_4,0
Martinique,MTQ,AMR,,2025,3,15_64,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2025,1,0_4,
Bosnia and Herzegovina,BIH,EUR,UMC,2025,1,5_14,0
Martinique,MTQ,AMR,,2025,1,65+,
Martinique,MTQ,AMR,,2025,2,65+,
Martinique,MTQ,AMR,,2025,3,65+,
Martinique,MTQ,AMR,,2025,1,0_4,
Martinique,MTQ,AMR,,2025,1,5_14,
Martinique,MTQ,AMR,,2025,2,0_4,
Martinique,MTQ,AMR,,2025,2,5_14,
Martinique,MTQ,AMR,,2025,3,0_4,
Martinique,MTQ,AMR,,2025,3,5_14,
Bosnia and Herzegovina,BIH,EUR,UMC,2025,3,65+,0
Bosnia and Herzegovina,BIH,EUR,UMC,2025,1,65+,1
Bosnia and Herzegovina,BIH,EUR,UMC,2025,1,0_4,0
Martinique,MTQ,AMR,,2025,1,15_64,
Martinique,MTQ,AMR,,2025,2,15_64,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2025,3,0_4,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2025,2,0_4,
Mauritius,MUS,AFR,HIC,2025,2,5_14,
Panama,PAN,AMR,HIC,2025,1,0_4,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2025,3,15_64,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2025,1,15_64,
Mayotte,MYT,AFR,,2025,1,65+,
Mayotte,MYT,AFR,,2025,3,65+,
Mexico,MEX,AMR,UMC,2025,1,0_4,
Mexico,MEX,AMR,UMC,2025,2,0_4,
Mexico,MEX,AMR,UMC,2025,3,0_4,
Mexico,MEX,AMR,UMC,2025,1,5_14,
Mexico,MEX,AMR,UMC,2025,2,5_14,
Mayotte,MYT,AFR,,2025,3,0_4,
Mexico,MEX,AMR,UMC,2025,3,5_14,
Mexico,MEX,AMR,UMC,2025,2,65+,
Mexico,MEX,AMR,UMC,2025,3,65+,
Mexico,MEX,AMR,UMC,2025,1,15_64,
Mexico,MEX,AMR,UMC,2025,2,15_64,
Mexico,MEX,AMR,UMC,2025,3,15_64,
Bonaire,XAA,AMR,,2025,3,15_64,
Bonaire,XAA,AMR,,2025,2,15_64,
Mexico,MEX,AMR,UMC,2025,1,65+,
Mayotte,MYT,AFR,,2025,2,0_4,
Mayotte,MYT,AFR,,2025,1,0_4,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2025,1,65+,
Mauritius,MUS,AFR,HIC,2025,2,65+,
Mauritius,MUS,AFR,HIC,2025,3,0_4,
Mauritius,MUS,AFR,HIC,2025,3,65+,
Mauritius,MUS,AFR,HIC,2025,2,15_64,
Mauritius,MUS,AFR,HIC,2025,3,15_64,
Mauritius,MUS,AFR,HIC,2025,1,15_64,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2025,3,5_14,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2025,2,5_14,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2025,1,5_14,
Mayotte,MYT,AFR,,2025,1,15_64,
Mayotte,MYT,AFR,,2025,2,15_64,
Mayotte,MYT,AFR,,2025,3,15_64,
Mayotte,MYT,AFR,,2025,2,65+,
Mayotte,MYT,AFR,,2025,1,5_14,
Mayotte,MYT,AFR,,2025,2,5_14,
Mayotte,MYT,AFR,,2025,3,5_14,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2025,3,65+,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2025,2,15_64,
Libya,LBY,EMR,UMC,2025,2,15_64,
Panama,PAN,AMR,HIC,2025,2,0_4,
Panama,PAN,AMR,HIC,2025,3,0_4,
Saudi Arabia,SAU,EMR,HIC,2025,3,5_14,
Saudi Arabia,SAU,EMR,HIC,2025,3,65+,
Senegal,SEN,AFR,LMC,2025,1,0_4,
Senegal,SEN,AFR,LMC,2025,2,0_4,
Senegal,SEN,AFR,LMC,2025,3,0_4,
Senegal,SEN,AFR,LMC,2025,1,15_64,
Senegal,SEN,AFR,LMC,2025,2,15_64,
Saudi Arabia,SAU,EMR,HIC,2025,2,65+,
Senegal,SEN,AFR,LMC,2025,3,15_64,
Senegal,SEN,AFR,LMC,2025,2,65+,
Senegal,SEN,AFR,LMC,2025,3,65+,
Australia,AUS,WPR,HIC,2025,3,0_4,
Australia,AUS,WPR,HIC,2025,2,0_4,
Australia,AUS,WPR,HIC,2025,1,0_4,
Senegal,SEN,AFR,LMC,2025,1,5_14,
Senegal,SEN,AFR,LMC,2025,2,5_14,
Senegal,SEN,AFR,LMC,2025,1,65+,
Senegal,SEN,AFR,LMC,2025,3,5_14,
Saudi Arabia,SAU,EMR,HIC,2025,2,5_14,
Saudi Arabia,SAU,EMR,HIC,2025,1,5_14,
Sao Tome and Principe,STP,AFR,LMC,2025,2,65+,
Sao Tome and Principe,STP,AFR,LMC,2025,3,0_4,
Sao Tome and Principe,STP,AFR,LMC,2025,3,5_14,
Sao Tome and Principe,STP,AFR,LMC,2025,3,65+,
Sao Tome and Principe,STP,AFR,LMC,2025,1,15_64,
Sao Tome and Principe,STP,AFR,LMC,2025,3,15_64,
Sao Tome and Principe,STP,AFR,LMC,2025,2,15_64,
Saudi Arabia,SAU,EMR,HIC,2025,1,65+,
Austria,AUT,EUR,HIC,2025,3,0_4,
Austria,AUT,EUR,HIC,2025,1,0_4,
Saudi Arabia,SAU,EMR,HIC,2025,1,15_64,
Saudi Arabia,SAU,EMR,HIC,2025,2,15_64,
Saudi Arabia,SAU,EMR,HIC,2025,3,15_64,
Saudi Arabia,SAU,EMR,HIC,2025,1,0_4,
Saudi Arabia,SAU,EMR,HIC,2025,2,0_4,
Saudi Arabia,SAU,EMR,HIC,2025,3,0_4,
Austria,AUT,EUR,HIC,2025,2,0_4,
Serbia,SRB,EUR,UMC,2025,1,65+,
Serbia,SRB,EUR,UMC,2025,2,65+,
Serbia,SRB,EUR,UMC,2025,3,65+,
Seychelles,SYC,AFR,HIC,2025,1,65+,
Seychelles,SYC,AFR,HIC,2025,2,65+,
Seychelles,SYC,AFR,HIC,2025,3,65+,
Australia,AUS,WPR,HIC,2025,3,65+,
Australia,AUS,WPR,HIC,2025,3,5_14,
Australia,AUS,WPR,HIC,2025,2,65+,
Australia,AUS,WPR,HIC,2025,2,5_14,
Seychelles,SYC,AFR,HIC,2025,3,5_14,
Australia,AUS,WPR,HIC,2025,1,65+,
Sierra Leone,SLE,AFR,LIC,2025,1,65+,
Sierra Leone,SLE,AFR,LIC,2025,2,65+,
Sierra Leone,SLE,AFR,LIC,2025,3,65+,
Sierra Leone,SLE,AFR,LIC,2025,1,15_64,
Sierra Leone,SLE,AFR,LIC,2025,2,15_64,
Sierra Leone,SLE,AFR,LIC,2025,3,15_64,
Sierra Leone,SLE,AFR,LIC,2025,1,0_4,
Australia,AUS,WPR,HIC,2025,1,5_14,
Seychelles,SYC,AFR,HIC,2025,3,0_4,
Seychelles,SYC,AFR,HIC,2025,2,5_14,
Seychelles,SYC,AFR,HIC,2025,2,0_4,
Serbia,SRB,EUR,UMC,2025,1,0_4,
Serbia,SRB,EUR,UMC,2025,2,0_4,
Serbia,SRB,EUR,UMC,2025,2,15_64,
Serbia,SRB,EUR,UMC,2025,3,0_4,
Serbia,SRB,EUR,UMC,2025,1,5_14,
Serbia,SRB,EUR,UMC,2025,2,5_14,
Serbia,SRB,EUR,UMC,2025,3,5_14,
Australia,AUS,WPR,HIC,2025,3,15_64,
Australia,AUS,WPR,HIC,2025,2,15_64,
Australia,AUS,WPR,HIC,2025,1,15_64,
Serbia,SRB,EUR,UMC,2025,1,15_64,
Serbia,SRB,EUR,UMC,2025,3,15_64,
Seychelles,SYC,AFR,HIC,2025,1,15_64,
Seychelles,SYC,AFR,HIC,2025,2,15_64,
Seychelles,SYC,AFR,HIC,2025,3,15_64,
Seychelles,SYC,AFR,HIC,2025,1,0_4,
Seychelles,SYC,AFR,HIC,2025,1,5_14,
Sao Tome and Principe,STP,AFR,LMC,2025,2,5_14,
Sierra Leone,SLE,AFR,LIC,2025,2,0_4,
Sao Tome and Principe,STP,AFR,LMC,2025,1,65+,
Sao Tome and Principe,STP,AFR,LMC,2025,1,0_4,
Azerbaijan,AZE,EUR,UMC,2025,2,0_4,
Azerbaijan,AZE,EUR,UMC,2025,1,0_4,
Saint Pierre and Miquelon,SPM,AMR,,2025,1,15_64,
Saint Pierre and Miquelon,SPM,AMR,,2025,1,5_14,
Saint Pierre and Miquelon,SPM,AMR,,2025,2,15_64,
Saint Pierre and Miquelon,SPM,AMR,,2025,2,5_14,
Saint Pierre and Miquelon,SPM,AMR,,2025,3,15_64,
Azerbaijan,AZE,EUR,UMC,2025,3,0_4,
Saint Pierre and Miquelon,SPM,AMR,,2025,3,5_14,
Azerbaijan,AZE,EUR,UMC,2025,2,15_64,
Azerbaijan,AZE,EUR,UMC,2025,1,15_64,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2025,1,5_14,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2025,2,5_14,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2025,3,5_14,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2025,1,15_64,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2025,2,15_64,
Azerbaijan,AZE,EUR,UMC,2025,3,15_64,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2025,3,15_64,
Saint Pierre and Miquelon,SPM,AMR,,2025,3,65+,
Saint Pierre and Miquelon,SPM,AMR,,2025,1,65+,
Azerbaijan,AZE,EUR,UMC,2025,1,5_14,
Saint Martin (French part),MAF,AMR,,2025,1,0_4,
Saint Martin (French part),MAF,AMR,,2025,2,0_4,
Saint Martin (French part),MAF,AMR,,2025,3,0_4,
Saint Martin (French part),MAF,AMR,,2025,1,65+,
Saint Martin (French part),MAF,AMR,,2025,2,5_14,
Saint Martin (French part),MAF,AMR,,2025,1,5_14,
Saint Pierre and Miquelon,SPM,AMR,,2025,2,65+,
Saint Martin (French part),MAF,AMR,,2025,2,65+,
Saint Martin (French part),MAF,AMR,,2025,3,65+,
Saint Martin (French part),MAF,AMR,,2025,1,15_64,
Saint Martin (French part),MAF,AMR,,2025,2,15_64,
Saint Martin (French part),MAF,AMR,,2025,3,15_64,
Saint Pierre and Miquelon,SPM,AMR,,2025,1,0_4,
Saint Pierre and Miquelon,SPM,AMR,,2025,2,0_4,
Saint Pierre and Miquelon,SPM,AMR,,2025,3,0_4,
Saint Martin (French part),MAF,AMR,,2025,3,5_14,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2025,1,0_4,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2025,1,65+,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2025,2,0_4,
Austria,AUT,EUR,HIC,2025,2,15_64,
Austria,AUT,EUR,HIC,2025,1,15_64,
San Marino,SMR,EUR,HIC,2025,1,0_4,
San Marino,SMR,EUR,HIC,2025,2,0_4,
San Marino,SMR,EUR,HIC,2025,3,0_4,
San Marino,SMR,EUR,HIC,2025,1,5_14,
San Marino,SMR,EUR,HIC,2025,2,5_14,
Austria,AUT,EUR,HIC,2025,3,15_64,
San Marino,SMR,EUR,HIC,2025,3,5_14,
San Marino,SMR,EUR,HIC,2025,2,15_64,
Sao Tome and Principe,STP,AFR,LMC,2025,2,0_4,
Austria,AUT,EUR,HIC,2025,3,65+,
Austria,AUT,EUR,HIC,2025,3,5_14,
Austria,AUT,EUR,HIC,2025,2,5_14,
Austria,AUT,EUR,HIC,2025,1,65+,
Austria,AUT,EUR,HIC,2025,1,5_14,
Austria,AUT,EUR,HIC,2025,2,65+,
San Marino,SMR,EUR,HIC,2025,3,65+,
San Marino,SMR,EUR,HIC,2025,2,65+,
San Marino,SMR,EUR,HIC,2025,1,65+,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2025,2,65+,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2025,3,0_4,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2025,3,65+,
Samoa,WSM,WPR,UMC,2025,1,5_14,
Samoa,WSM,WPR,UMC,2025,1,65+,
Samoa,WSM,WPR,UMC,2025,2,5_14,
Samoa,WSM,WPR,UMC,2025,2,65+,
Samoa,WSM,WPR,UMC,2025,3,5_14,
Samoa,WSM,WPR,UMC,2025,3,65+,
Samoa,WSM,WPR,UMC,2025,1,15_64,
Samoa,WSM,WPR,UMC,2025,2,15_64,
Samoa,WSM,WPR,UMC,2025,3,15_64,
Samoa,WSM,WPR,UMC,2025,1,0_4,
Samoa,WSM,WPR,UMC,2025,2,0_4,
Samoa,WSM,WPR,UMC,2025,3,0_4,
San Marino,SMR,EUR,HIC,2025,1,15_64,
San Marino,SMR,EUR,HIC,2025,3,15_64,
Sao Tome and Principe,STP,AFR,LMC,2025,1,5_14,
Azerbaijan,AZE,EUR,UMC,2025,1,65+,
Sierra Leone,SLE,AFR,LIC,2025,3,0_4,
Sierra Leone,SLE,AFR,LIC,2025,2,5_14,
Somalia,SOM,EMR,LIC,2025,2,15_64,
Somalia,SOM,EMR,LIC,2025,2,5_14,
Somalia,SOM,EMR,LIC,2025,3,15_64,
Somalia,SOM,EMR,LIC,2025,3,5_14,
Somalia,SOM,EMR,LIC,2025,1,65+,
Somalia,SOM,EMR,LIC,2025,3,65+,
Armenia,ARM,EUR,UMC,2025,3,5_14,
Somalia,SOM,EMR,LIC,2025,1,5_14,
Armenia,ARM,EUR,UMC,2025,1,5_14,
South Africa,ZAF,AFR,UMC,2025,2,0_4,
South Africa,ZAF,AFR,UMC,2025,3,0_4,
South Africa,ZAF,AFR,UMC,2025,1,65+,
South Africa,ZAF,AFR,UMC,2025,2,65+,
South Africa,ZAF,AFR,UMC,2025,3,65+,
South Africa,ZAF,AFR,UMC,2025,1,5_14,
South Africa,ZAF,AFR,UMC,2025,2,5_14,
South Africa,ZAF,AFR,UMC,2025,1,0_4,
South Africa,ZAF,AFR,UMC,2025,3,5_14,
Somalia,SOM,EMR,LIC,2025,1,15_64,
Somalia,SOM,EMR,LIC,2025,3,0_4,
Armenia,ARM,EUR,UMC,2025,1,0_4,
Solomon Islands,SLB,WPR,LMC,2025,1,5_14,
Solomon Islands,SLB,WPR,LMC,2025,1,65+,
Solomon Islands,SLB,WPR,LMC,2025,2,5_14,
Solomon Islands,SLB,WPR,LMC,2025,2,65+,
Solomon Islands,SLB,WPR,LMC,2025,3,5_14,
Solomon Islands,SLB,WPR,LMC,2025,3,65+,
Somalia,SOM,EMR,LIC,2025,2,65+,
Armenia,ARM,EUR,UMC,2025,3,65+,
Armenia,ARM,EUR,UMC,2025,2,5_14,
Armenia,ARM,EUR,UMC,2025,1,65+,
Solomon Islands,SLB,WPR,LMC,2025,1,0_4,
Solomon Islands,SLB,WPR,LMC,2025,2,0_4,
Solomon Islands,SLB,WPR,LMC,2025,3,0_4,
Somalia,SOM,EMR,LIC,2025,1,0_4,
Somalia,SOM,EMR,LIC,2025,2,0_4,
Armenia,ARM,EUR,UMC,2025,2,65+,
South Africa,ZAF,AFR,UMC,2025,1,15_64,
South Africa,ZAF,AFR,UMC,2025,2,15_64,
Argentina,ARG,AMR,UMC,2025,3,15_64,2
South Sudan,SSD,AFR,LIC,2025,2,15_64,
South Sudan,SSD,AFR,LIC,2025,3,15_64,
South Sudan,SSD,AFR,LIC,2025,1,65+,
South Sudan,SSD,AFR,LIC,2025,2,65+,
South Sudan,SSD,AFR,LIC,2025,3,65+,
Argentina,ARG,AMR,UMC,2025,1,15_64,1
South Sudan,SSD,AFR,LIC,2025,1,5_14,
South Sudan,SSD,AFR,LIC,2025,1,15_64,
South Sudan,SSD,AFR,LIC,2025,3,5_14,
Spain,ESP,EUR,HIC,2025,1,15_64,
Spain,ESP,EUR,HIC,2025,2,15_64,
Spain,ESP,EUR,HIC,2025,3,15_64,
Spain,ESP,EUR,HIC,2025,1,65+,
Spain,ESP,EUR,HIC,2025,2,65+,
Argentina,ARG,AMR,UMC,2025,3,5_14,
Argentina,ARG,AMR,UMC,2025,2,5_14,
Argentina,ARG,AMR,UMC,2025,2,65+,3
South Sudan,SSD,AFR,LIC,2025,3,0_4,
South Sudan,SSD,AFR,LIC,2025,2,5_14,
South Sudan,SSD,AFR,LIC,2025,2,0_4,
Argentina,ARG,AMR,UMC,2025,2,15_64,4
South Africa,ZAF,AFR,UMC,2025,3,15_64,
South Georgia and the South Sandwich Islands,SGS,AMR,,2025,1,5_14,
South Georgia and the South Sandwich Islands,SGS,AMR,,2025,2,5_14,
South Georgia and the South Sandwich Islands,SGS,AMR,,2025,3,5_14,
South Georgia and the South Sandwich Islands,SGS,AMR,,2025,1,0_4,
Argentina,ARG,AMR,UMC,2025,3,65+,
Argentina,ARG,AMR,UMC,2025,1,65+,1
South Georgia and the South Sandwich Islands,SGS,AMR,,2025,2,0_4,
South Georgia and the South Sandwich Islands,SGS,AMR,,2025,3,0_4,
South Georgia and the South Sandwich Islands,SGS,AMR,,2025,1,15_64,
South Georgia and the South Sandwich Islands,SGS,AMR,,2025,2,15_64,
South Georgia and the South Sandwich Islands,SGS,AMR,,2025,3,15_64,
South Georgia and the South Sandwich Islands,SGS,AMR,,2025,1,65+,
South Georgia and the South Sandwich Islands,SGS,AMR,,2025,2,65+,
South Georgia and the South Sandwich Islands,SGS,AMR,,2025,3,65+,
South Sudan,SSD,AFR,LIC,2025,1,0_4,
Armenia,ARM,EUR,UMC,2025,2,0_4,
Sierra Leone,SLE,AFR,LIC,2025,1,5_14,
Armenia,ARM,EUR,UMC,2025,3,0_4,
Solomon Islands,SLB,WPR,LMC,2025,2,15_64,
Singapore,SGP,WPR,HIC,2025,2,0_4,
Singapore,SGP,WPR,HIC,2025,3,0_4,
Sint Eustatius,XBA,AMR,,2025,2,65+,
Sint Eustatius,XBA,AMR,,2025,1,65+,
Sint Eustatius,XBA,AMR,,2025,3,65+,
Sint Eustatius,XBA,AMR,,2025,1,0_4,
Sint Eustatius,XBA,AMR,,2025,1,5_14,
Singapore,SGP,WPR,HIC,2025,1,0_4,
Sint Eustatius,XBA,AMR,,2025,2,0_4,
Sint Eustatius,XBA,AMR,,2025,3,0_4,
Sint Eustatius,XBA,AMR,,2025,3,5_14,
Sint Eustatius,XBA,AMR,,2025,1,15_64,
Sint Eustatius,XBA,AMR,,2025,2,15_64,
Sint Eustatius,XBA,AMR,,2025,3,15_64,
Sint Maarten (Dutch part),SXM,AMR,HIC,2025,2,65+,
Sint Maarten (Dutch part),SXM,AMR,HIC,2025,1,65+,
Sint Eustatius,XBA,AMR,,2025,2,5_14,
Sint Maarten (Dutch part),SXM,AMR,HIC,2025,3,65+,
Aruba,ABW,AMR,HIC,2025,1,0_4,
Aruba,ABW,AMR,HIC,2025,3,0_4,
Sierra Leone,SLE,AFR,LIC,2025,3,5_14,
Aruba,ABW,AMR,HIC,2025,3,5_14,
Aruba,ABW,AMR,HIC,2025,3,15_64,
Aruba,ABW,AMR,HIC,2025,2,5_14,
Aruba,ABW,AMR,HIC,2025,2,15_64,
Aruba,ABW,AMR,HIC,2025,1,5_14,
Aruba,ABW,AMR,HIC,2025,1,15_64,
Aruba,ABW,AMR,HIC,2025,2,0_4,
Singapore,SGP,WPR,HIC,2025,1,15_64,
Singapore,SGP,WPR,HIC,2025,3,15_64,
Singapore,SGP,WPR,HIC,2025,1,5_14,
Singapore,SGP,WPR,HIC,2025,2,5_14,
Singapore,SGP,WPR,HIC,2025,3,5_14,
Singapore,SGP,WPR,HIC,2025,1,65+,
Singapore,SGP,WPR,HIC,2025,2,65+,
Singapore,SGP,WPR,HIC,2025,3,65+,
Singapore,SGP,WPR,HIC,2025,2,15_64,
Sint Maarten (Dutch part),SXM,AMR,HIC,2025,1,15_64,
Sint Maarten (Dutch part),SXM,AMR,HIC,2025,1,5_14,
Sint Maarten (Dutch part),SXM,AMR,HIC,2025,2,15_64,
Armenia,ARM,EUR,UMC,2025,3,15_64,
Armenia,ARM,EUR,UMC,2025,2,15_64,
Armenia,ARM,EUR,UMC,2025,1,15_64,
Slovenia,SVN,EUR,HIC,2025,1,65+,0
Slovenia,SVN,EUR,HIC,2025,1,0_4,0
Slovenia,SVN,EUR,HIC,2025,1,5_14,0
Slovenia,SVN,EUR,HIC,2025,3,15_64,
Slovakia,SVK,EUR,HIC,2025,3,5_14,
Slovenia,SVN,EUR,HIC,2025,2,15_64,
Slovenia,SVN,EUR,HIC,2025,3,0_4,
Slovenia,SVN,EUR,HIC,2025,1,15_64,0
Slovenia,SVN,EUR,HIC,2025,2,65+,
Slovenia,SVN,EUR,HIC,2025,3,65+,
Slovenia,SVN,EUR,HIC,2025,2,5_14,
Slovenia,SVN,EUR,HIC,2025,3,5_14,
Solomon Islands,SLB,WPR,LMC,2025,1,15_64,
Slovenia,SVN,EUR,HIC,2025,2,0_4,
Slovakia,SVK,EUR,HIC,2025,2,5_14,
Slovakia,SVK,EUR,HIC,2025,1,5_14,
Slovakia,SVK,EUR,HIC,2025,3,65+,2
Sint Maarten (Dutch part),SXM,AMR,HIC,2025,2,5_14,
Sint Maarten (Dutch part),SXM,AMR,HIC,2025,3,15_64,
Sint Maarten (Dutch part),SXM,AMR,HIC,2025,3,5_14,
Sint Maarten (Dutch part),SXM,AMR,HIC,2025,1,0_4,
Sint Maarten (Dutch part),SXM,AMR,HIC,2025,2,0_4,
Sint Maarten (Dutch part),SXM,AMR,HIC,2025,3,0_4,
Aruba,ABW,AMR,HIC,2025,3,65+,
Aruba,ABW,AMR,HIC,2025,2,65+,
Aruba,ABW,AMR,HIC,2025,1,65+,
Slovakia,SVK,EUR,HIC,2025,1,65+,2
Slovakia,SVK,EUR,HIC,2025,2,65+,
Slovakia,SVK,EUR,HIC,2025,1,0_4,
Slovakia,SVK,EUR,HIC,2025,2,0_4,
Slovakia,SVK,EUR,HIC,2025,3,0_4,
Slovakia,SVK,EUR,HIC,2025,1,15_64,
Slovakia,SVK,EUR,HIC,2025,2,15_64,
Slovakia,SVK,EUR,HIC,2025,3,15_64,
Solomon Islands,SLB,WPR,LMC,2025,3,15_64,
Azerbaijan,AZE,EUR,UMC,2025,2,5_14,
Azerbaijan,AZE,EUR,UMC,2025,2,65+,
Azerbaijan,AZE,EUR,UMC,2025,3,5_14,
Portugal,PRT,EUR,HIC,2025,1,0_4,0
Portugal,PRT,EUR,HIC,2025,3,15_64,0
Portugal,PRT,EUR,HIC,2025,3,0_4,0
Portugal,PRT,EUR,HIC,2025,3,5_14,0
Barbados,BRB,AMR,HIC,2025,2,0_4,
